frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,laneId,precedingId,precedingX,precedingY,precedingXVelocity,precedingYVelocity,precedingXAcceleration,precedingYAcceleration
48,1,101.8292999,0.42753315,3.94,1.72,10.894067950438416,-0.6207755362910998,0.5691525931430519,-0.3135928145786837,-999,-999,-999,-999,-999,-999,-999,-999
49,1,102.0474243,0.440066338,3.94,1.72,10.920598833755218,-0.627842948638741,1.3265441658401045,-0.35337061738205944,-999,-999,-999,-999,-999,-999,-999,-999
50,1,102.266571,0.452774048,3.94,1.72,10.975321445124326,-0.6365376154701471,2.7361305684554083,-0.43473334157030363,-999,-999,-999,-999,-999,-999,-999,-999
51,1,102.4871368,0.465671539,3.94,1.72,11.050382012534781,-0.6464127989186559,3.7530283705227596,-0.49375917242543976,-999,-999,-999,-999,-999,-999,-999,-999
52,1,102.709137,0.4786973,3.94,1.72,11.104758103941382,-0.654573213859573,2.7188045703300467,-0.40802074704585634,-999,-999,-999,-999,-999,-999,-999,-999
53,1,102.9314423,0.49179554,3.94,1.72,11.115374238455106,-0.6596667119458015,0.5308067256861726,-0.2546749043114249,-999,-999,-999,-999,-999,-999,-999,-999
54,1,103.1539154,0.504992962,3.94,1.72,11.134527655575035,-0.6650588301197277,0.9576708559964509,-0.26960590869630763,-999,-999,-999,-999,-999,-999,-999,-999
55,1,103.3771057,0.518334866,3.94,1.72,11.171395438334736,-0.671506729272703,1.8433891379850742,-0.32239495764876946,-999,-999,-999,-999,-999,-999,-999,-999
56,1,103.6012115,0.531829834,3.94,1.72,11.221557024433052,-0.6787570015135634,2.508079304915789,-0.36251361204301946,-999,-999,-999,-999,-999,-999,-999,-999
57,1,103.8263245,0.545432091,3.94,1.72,11.259725650440746,-0.684924109152436,1.9084313003847164,-0.3083553819436258,-999,-999,-999,-999,-999,-999,-999,-999
58,1,104.051712,0.559106827,3.94,1.72,11.269437482452348,-0.6890393796890106,0.4855916005801042,-0.2057635268287339,-999,-999,-999,-999,-999,-999,-999,-999
59,1,104.2773438,0.572877884,3.94,1.72,11.296602770277508,-0.6941187093257023,1.3582643912579684,-0.25396648183458326,-999,-999,-999,-999,-999,-999,-999,-999
60,1,104.5042114,0.586813927,3.94,1.72,11.367280834911053,-0.7019621855772352,3.5339032316772823,-0.3921738125766461,-999,-999,-999,-999,-999,-999,-999,-999
61,1,104.732605,0.600930691,3.94,1.72,11.423694781114659,-0.7090068357627185,2.8206973101802646,-0.35223250927416405,-999,-999,-999,-999,-999,-999,-999,-999
62,1,104.9612732,0.615100861,3.94,1.72,11.439728277477368,-0.713207130584076,0.8016748181354671,-0.21001474106787654,-999,-999,-999,-999,-999,-999,-999,-999
63,1,105.1902618,0.629334927,3.94,1.72,11.45031111854682,-0.7167812768479154,0.5291420534725866,-0.17870731319196698,-999,-999,-999,-999,-999,-999,-999,-999
64,1,105.4195251,0.643648624,3.94,1.72,11.475292050296051,-0.7211492891041645,1.2490465874615886,-0.21840061281245826,-999,-999,-999,-999,-999,-999,-999,-999
65,1,105.6498413,0.658100605,3.94,1.72,11.537372594877514,-0.7278763004452674,3.1040272290731252,-0.33635056705514366,-999,-999,-999,-999,-999,-999,-999,-999
66,1,105.8819122,0.672728539,3.94,1.72,11.628302499275353,-0.7364609500053724,4.546495219891966,-0.4292324780052481,-999,-999,-999,-999,-999,-999,-999,-999
67,1,106.1157684,0.6875,3.94,1.72,11.699714239191062,-0.743586503598568,3.5705869957854297,-0.3562776796597833,-999,-999,-999,-999,-999,-999,-999,-999
68,1,106.3499756,0.702328682,3.94,1.72,11.709701134807577,-0.7465695681960396,0.4993447808257834,-0.1491532298735776,-999,-999,-999,-999,-999,-999,-999,-999
69,1,106.5843658,0.717217922,3.94,1.72,11.730532944896575,-0.7501060085910585,1.0415905044498963,-0.17682201975094403,-999,-999,-999,-999,-999,-999,-999,-999
70,1,106.8195496,0.732208252,3.94,1.72,11.770704791016232,-0.7548340308501336,2.008592305982848,-0.23640111295375466,-999,-999,-999,-999,-999,-999,-999,-999
71,1,107.0557404,0.747308731,3.94,1.72,11.827027325242247,-0.7605269606612216,2.816126711300715,-0.28464649055440217,-999,-999,-999,-999,-999,-999,-999,-999
72,1,107.2931061,0.762507915,3.94,1.72,11.871993429174761,-0.765272560729745,2.248305196625733,-0.23728000342617128,-999,-999,-999,-999,-999,-999,-999,-999
73,1,107.5307465,0.777749538,3.94,1.72,11.881835639635137,-0.7675275153819492,0.4921105230187628,-0.11274773261020776,-999,-999,-999,-999,-999,-999,-999,-999
74,1,107.7685852,0.793037653,3.94,1.72,11.904056109435794,-0.7704272877870523,1.111023490032892,-0.14498862025515424,-999,-999,-999,-999,-999,-999,-999,-999
75,1,108.0072632,0.808410883,3.94,1.72,11.94455155332637,-0.7744089493852567,2.02477219452879,-0.19908307991022278,-999,-999,-999,-999,-999,-999,-999,-999
76,1,108.2468262,0.82386899,3.94,1.72,11.992544423021155,-0.7787585024335781,2.3996434847392223,-0.21747765241607042,-999,-999,-999,-999,-999,-999,-999,-999
77,1,108.4873352,0.839406252,3.94,1.72,12.030026632811875,-0.7822541915767417,1.8741104895360294,-0.17478445715817803,-999,-999,-999,-999,-999,-999,-999,-999
78,1,108.7281342,0.8549788,3.94,1.72,12.040478704517424,-0.7838161639662483,0.522603585277448,-0.07809861947533081,-999,-999,-999,-999,-999,-999,-999,-999
79,1,108.9690857,0.87057972,3.94,1.72,12.05519466100175,-0.7855092458747749,0.7357978242162666,-0.08465409542632862,-999,-999,-999,-999,-999,-999,-999,-999
80,1,109.2106476,0.886235952,3.94,1.72,12.08886489218183,-0.7883110028561914,1.683511559004014,-0.1400878490708246,-999,-999,-999,-999,-999,-999,-999,-999
81,1,109.4530182,0.901957273,3.94,1.72,12.129916172970336,-0.7914615980313591,2.052564039425331,-0.1575297587583846,-999,-999,-999,-999,-999,-999,-999,-999
82,1,109.696167,0.917737722,3.94,1.72,12.16213841034792,-0.7939088453365964,1.611111868879167,-0.12236236526186883,-999,-999,-999,-999,-999,-999,-999,-999
83,1,109.939621,0.933543921,3.94,1.72,12.173241538242008,-0.7948224543551703,0.5551563947044258,-0.04568045092869233,-999,-999,-999,-999,-999,-999,-999,-999
84,1,110.1833038,0.949368238,3.94,1.72,12.196331427093066,-0.7963626825196212,1.154494442552867,-0.07701140822254371,-999,-999,-999,-999,-999,-999,-999,-999
85,1,110.4279785,0.965256453,3.94,1.72,12.25237855658297,-0.7998912136605579,2.8023564744952267,-0.17642655704683818,-999,-999,-999,-999,-999,-999,-999,-999
86,1,110.6742401,0.981240273,3.94,1.72,12.33587210864572,-0.8050517187159569,4.1746776031375,-0.25802525276995003,-999,-999,-999,-999,-999,-999,-999,-999
87,1,110.9222107,0.99733758,3.94,1.72,12.406899700880441,-0.8093220451311833,3.5513796117360386,-0.21351632076132,-999,-999,-999,-999,-999,-999,-999,-999
88,1,111.1705475,1.013452053,3.94,1.72,12.416226094544214,-0.8094588795600179,0.4663196831886651,-0.006841721441730453,-999,-999,-999,-999,-999,-999,-999,-999
89,1,111.4190979,1.029566526,3.94,1.72,12.436999929512737,-0.8101612703266422,1.038691748426146,-0.03511953833121306,-999,-999,-999,-999,-999,-999,-999,-999
90,1,111.668396,1.045712709,3.94,1.72,12.475454657403876,-0.811798758388541,1.9227363945569564,-0.08187440309493921,-999,-999,-999,-999,-999,-999,-999,-999
91,1,111.9185333,1.061891556,3.94,1.72,12.517391572540486,-0.8134831953793599,2.09684575683049,-0.08422184954094414,-999,-999,-999,-999,-999,-999,-999,-999
92,1,112.1694031,1.07811141,3.94,1.72,12.549207653099044,-0.8144433275223327,1.5908040279279057,-0.04800660714864291,-999,-999,-999,-999,-999,-999,-999,-999
93,1,112.4206696,1.094340801,3.94,1.72,12.570059075738847,-0.8145998300100609,1.0425711319901332,-0.007825124386406923,-999,-999,-999,-999,-999,-999,-999,-999
94,1,112.6723175,1.110563755,3.94,1.72,12.584549009783915,-0.8141455203350053,0.7244967022534077,0.022715483752777654,-999,-999,-999,-999,-999,-999,-999,-999
95,1,112.9242554,1.126774549,3.94,1.72,12.608727912440074,-0.8141047171318256,1.208945132807937,0.0020401601589836726,-999,-999,-999,-999,-999,-999,-999,-999
96,1,113.177002,1.142999172,3.94,1.72,12.647115196444549,-0.8147704251404788,1.919364200223761,-0.03328540043265882,-999,-999,-999,-999,-999,-999,-999,-999
97,1,113.4304352,1.159252882,3.94,1.72,12.677502237928055,-0.814910918214205,1.5193520741752842,-0.007024653686310556,-999,-999,-999,-999,-999,-999,-999,-999
98,1,113.6843262,1.175506592,3.94,1.72,12.700852797753209,-0.8145302981857755,1.1675279912576997,0.019031001421476734,-999,-999,-999,-999,-999,-999,-999,-999
99,1,113.9385834,1.191741467,3.94,1.72,12.714271305620573,-0.8133032992046799,0.6709253933681936,0.06134994905477864,-999,-999,-999,-999,-999,-999,-999,-999
100,1,114.1930389,1.207940578,3.94,1.72,12.731779522534179,-0.8121218184113649,0.8754108456803245,0.059074039665751865,-999,-999,-999,-999,-999,-999,-999,-999
101,1,114.4481354,1.224131346,3.94,1.72,12.765107136533768,-0.8117354614951328,1.6663806999794417,0.019317845811606116,-999,-999,-999,-999,-999,-999,-999,-999
102,1,114.7039032,1.240338802,3.94,1.72,12.794398618856698,-0.8111280873735341,1.464574116146533,0.030368706079930696,-999,-999,-999,-999,-999,-999,-999,-999
103,1,114.9599762,1.256526709,3.94,1.72,12.804483920728876,-0.8092681596513271,0.5042650936088577,0.09299638611035,-999,3.0,117.802597,-1.93320322,6.128732631691744,-0.10074723545271508,0.5042650936088577,0.09299638611035
104,1,115.2160797,1.272659063,3.94,1.72,12.806103476277258,-0.8066655162696265,0.08097777741911116,0.13013216908503433,-999,3.0,117.9238129,-1.913502216,6.69018503613852,-0.10878974811165416,0.08097777741911116,0.13013216908503433
105,1,115.4723663,1.288742065,3.94,1.72,12.82512915322822,-0.8049355549533918,0.9512838475481011,0.08649806581173536,-999,3.0,118.0125885,-1.893921852,6.1272393354520505,-0.09850614316477824,0.9512838475481011,0.08649806581173536
106,1,115.7293701,1.304806948,3.94,1.72,12.861101257500213,-0.8040572884584901,1.7986052135996466,0.043913324745081805,-999,3.0,118.1338196,-1.874220371,6.691746106912871,-0.10639438351526141,1.7986052135996466,0.043913324745081805
107,1,115.9871063,1.320881605,3.94,1.72,12.89149114430601,-0.8029035509747775,1.5194943402898176,0.05768687418563068,-999,3.0,118.2226105,-1.854539394,6.1303221955834255,-0.09633153485668358,1.5194943402898176,0.05768687418563068
108,1,116.2452393,1.336935043,3.94,1.72,12.914758472492727,-0.8013073957100392,1.1633664093358753,0.07980776323691652,-999,3.0,118.3437805,-1.83493948,6.6902546657565525,-0.10395406207971321,1.1633664093358753,0.07980776323691652
109,1,116.5037842,1.352943182,3.94,1.72,12.927949003650236,-0.7988908820061617,0.659526557875445,0.12082568519387604,-999,3.0,118.4326019,-1.815257549,6.128826810534895,-0.09410076469588101,0.659526557875445,0.12082568519387604
110,1,116.7624664,1.368887424,3.94,1.72,12.942184937587383,-0.7963177089279533,0.7117966968573697,0.12865865391041842,-999,3.0,118.5323639,-1.795573711,6.118159077356286,-0.09285482382150065,0.7117966968573697,0.12865865391041842
111,1,117.0217285,1.384793997,3.94,1.72,12.973403860109538,-0.794583254359178,1.5609461261077762,0.08672272843876505,-999,3.0,118.6537476,-1.775968075,6.688777819398421,-0.10032842817820391,1.5609461261077762,0.08672272843876505
112,1,117.281662,1.400723457,3.94,1.72,13.001786825501288,-0.7930337864683236,1.4191482695874669,0.07747339454272084,-999,3.0,118.7425995,-1.756284237,6.128870794585251,-0.09080361461459006,1.4191482695874669,0.07747339454272084
113,1,117.5420074,1.416645527,3.94,1.72,13.023124302478863,-0.7913136273884139,1.0668738488787355,0.08600795399548167,-999,3.0,118.8423309,-1.736601353,6.115150883907413,-0.0895317712302848,1.0668738488787355,0.08600795399548167
114,1,117.8026733,1.432526112,3.94,1.72,13.034924171990317,-0.789013324930946,0.5899934755727365,0.11501512287339644,-999,3.0,118.9637909,-1.716994762,6.690351574464954,-0.09676281126523605,0.5899934755727365,0.11501512287339644
115,1,118.0633545,1.448325157,3.94,1.72,13.035928531064766,-0.7858336777497807,0.050217953722420106,0.15898235905826286,-999,3.0,119.052597,-1.697310448,6.130439080272234,-0.08754455576209279,0.050217953722420106,0.15898235905826286
116,1,118.3240356,1.464032888,3.94,1.72,13.036399175081716,-0.7823149654665666,0.023532200847498075,0.1759356141607049,-999,3.0,119.1743927,-1.675012112,6.720899815391367,-0.09466247780736577,0.023532200847498075,0.1759356141607049
117,1,118.5848694,1.479718447,3.94,1.72,13.04755701241166,-0.7797065481680795,0.5578918664972399,0.13042086492435767,-999,3.0,119.2632751,-1.652629375,6.162510418288152,-0.0855370082911069,0.5578918664972399,0.13042086492435767
118,1,118.8460999,1.495407343,3.94,1.72,13.067990548671954,-0.7780357569412546,1.0216768130146825,0.08353956134124485,-999,3.0,119.3843994,-1.630331993,6.7209338676632,-0.09198476057033571,1.0216768130146825,0.08353956134124485
119,1,119.1078033,1.511051178,3.94,1.72,13.095699188420538,-0.7767175367566326,1.3854319874291754,0.06591100923110105,-999,3.0,119.4946747,-1.608034611,6.733159084777981,-0.09078186360730948,1.3854319874291754,0.06591100923110105
120,1,119.370285,1.526638031,3.94,1.72,13.134362826698355,-0.7756550161372088,1.9331819138908912,0.053126030971190064,-999,3.0,119.5832825,-1.585659981,6.162556523581907,-0.08185743015450336,1.9331819138908912,0.053126030971190064
121,1,119.6335907,1.542173386,3.94,1.72,13.175910283304274,-0.7743691673276653,2.0773728302959427,0.06429244047717608,-999,3.0,119.7044067,-1.563361645,6.720983363043482,-0.0879645880709466,2.0773728302959427,0.06429244047717608
122,1,119.8976593,1.557721615,3.94,1.72,13.208076580273461,-0.7728006018558686,1.608314848459358,0.07842827358983118,-999,-999,-999,-999,-999,-999,-999,-999
123,1,120.1620178,1.573242188,3.94,1.72,13.218684002587624,-0.7701502799338342,0.5303711157081281,0.13251609610172022,-999,-999,-999,-999,-999,-999,-999,-999
124,1,120.4264221,1.588685751,3.94,1.72,13.22294604383171,-0.7669924231537416,0.21310206220430672,0.1578928390046308,-999,-999,-999,-999,-999,-999,-999,-999
125,1,120.6911621,1.604045153,3.94,1.72,13.247390570303777,-0.7646014912351832,1.222226323603337,0.11954659592792183,-999,-999,-999,-999,-999,-999,-999,-999
126,1,120.956665,1.619343758,3.94,1.72,13.286441451114527,-0.7626307473757726,1.9525440405375072,0.09853719297052699,-999,-999,-999,-999,-999,-999,-999,-999
127,1,121.2229156,1.634652853,3.94,1.72,13.31706747194789,-0.7604960233128879,1.531301041668165,0.10673620314423649,-999,-999,-999,-999,-999,-999,-999,-999
128,1,121.489563,1.649936914,3.94,1.72,13.338023749940996,-0.7580221964601357,1.0478138996552921,0.12369134263761072,-999,-999,-999,-999,-999,-999,-999,-999
129,1,121.756546,1.665156364,3.94,1.72,13.350744840643335,-0.754942793879452,0.6360545351169478,0.1539701290341866,-999,-999,-999,-999,-999,-999,-999,-999
130,1,122.0235443,1.680269003,3.94,1.72,13.352144484487363,-0.7508483149932956,0.069982192201401,0.20472394430781637,-999,-999,-999,-999,-999,-999,-999,-999
131,1,122.2905426,1.695271492,3.94,1.72,13.351344130694681,-0.7462448680977513,-0.04001768963410868,0.2301723447772186,-999,-999,-999,-999,-999,-999,-999,-999
132,1,122.5576172,1.710244179,3.94,1.72,13.359760872908966,-0.7425039171471497,0.4208371107142561,0.18704754753007813,-999,-999,-999,-999,-999,-999,-999,-999
133,1,122.825058,1.725184441,3.94,1.72,13.37900036021345,-0.7396060713097279,0.961974365224183,0.14489229187109043,-999,-999,-999,-999,-999,-999,-999,-999
134,1,123.0929718,1.740057468,3.94,1.72,13.403760242208138,-0.7368572738608156,1.2379940997344185,0.13743987244561606,-999,-999,-999,-999,-999,-999,-999,-999
135,1,123.3612976,1.754835367,3.94,1.72,13.417876498480735,-0.7331244597141637,0.7058128136298691,0.18664070733259153,-999,-999,-999,-999,-999,-999,-999,-999
136,1,123.6296082,1.769497156,3.94,1.72,13.417035104565455,-0.7281974020230351,-0.042069695764013204,0.24635288455643334,-999,-999,-999,-999,-999,-999,-999,-999
137,1,123.897995,1.784125328,3.94,1.72,13.42509365739885,-0.7241453658710681,0.40292764166975914,0.202601807598346,-999,-999,-999,-999,-999,-999,-999,-999
138,1,124.166748,1.798717022,3.94,1.72,13.4445109432213,-0.7209627025173678,0.970864291122453,0.15913316768501606,-999,-999,-999,-999,-999,-999,-999,-999
139,1,124.4359589,1.813234806,3.94,1.72,13.468032848193868,-0.7178716950851768,1.1760952486284282,0.15455037160955198,-999,-999,-999,-999,-999,-999,-999,-999
140,1,124.7055664,1.827650309,3.94,1.72,13.481496396294107,-0.7138438994259273,0.6731774050119377,0.20138978296247445,-999,-999,-999,-999,-999,-999,-999,-999
141,1,124.9751587,1.841944218,3.94,1.72,13.480597480405509,-0.7086913719228393,-0.04494579442990698,0.2576263751544017,-999,-999,-999,-999,-999,-999,-999,-999
142,1,125.2448273,1.856202126,3.94,1.72,13.489742860954506,-0.7044746301514313,0.457269027449847,0.21083708857039807,-999,-999,-999,-999,-999,-999,-999,-999
143,1,125.5148773,1.870419264,3.94,1.72,13.509539769944569,-0.7010928306464632,0.9898454495031572,0.1690899752484043,-999,-999,-999,-999,-999,-999,-999,-999
144,1,125.7854004,1.884557486,3.94,1.72,13.533653713031567,-0.6978052252426695,1.2056971543499273,0.1643802701896846,-999,-999,-999,-999,-999,-999,-999,-999
145,1,126.0563354,1.898588181,3.94,1.72,13.547479205486393,-0.6935983633810033,0.6912746227413002,0.21034309308330945,-999,-999,-999,-999,-999,-999,-999,-999
146,1,126.3272552,1.912493944,3.94,1.72,13.547606110561308,-0.6883235507605359,0.006345253745720925,0.26374063102337364,-999,-999,-999,-999,-999,-999,-999,-999
147,1,126.5982819,1.926360369,3.94,1.72,13.555924816751853,-0.6838961974007217,0.41593530952726,0.22136766799070728,-999,-999,-999,-999,-999,-999,-999,-999
148,1,126.8696136,1.940181494,3.94,1.72,13.573929191423591,-0.680245400906449,0.9002187335869216,0.1825398247136345,-999,-999,-999,-999,-999,-999,-999,-999
149,1,127.1414032,1.953917027,3.94,1.72,13.595667836469369,-0.6766669283364628,1.0869322522888858,0.1789236284993112,-999,-999,-999,-999,-999,-999,-999,-999
150,1,127.413681,1.967544556,3.94,1.72,13.620241622024182,-0.6728356469980604,1.2286892777406244,0.19156406692011907,-999,-999,-999,-999,-999,-999,-999,-999
151,1,127.6863098,1.981060266,3.94,1.72,13.631960891505027,-0.6679848990765243,0.5859634740422948,0.24253739607680846,-999,-999,-999,-999,-999,-999,-999,-999
152,1,127.9589844,1.99453187,3.94,1.72,13.63773141938352,-0.6632945956851594,0.2885263939246485,0.23451516956824459,-999,-999,-999,-999,-999,-999,-999,-999
153,1,128.2319183,2.007949829,3.94,1.72,13.652754817820083,-0.6593530529892703,0.7511699218281542,0.19707713479445443,-999,-999,-999,-999,-999,-999,-999,-999
154,1,128.5052643,2.021276474,3.94,1.72,13.673633536930797,-0.6555580586384847,1.0439359555356909,0.18974971753927816,-999,-999,-999,-999,-999,-999,-999,-999
155,1,128.7790375,2.03448844,3.94,1.72,13.695782779542618,-0.6514288331635739,1.1074621305910526,0.20646127374553958,-999,-999,-999,-999,-999,-999,-999,-999
156,1,129.0532684,2.047587395,3.94,1.72,13.718662989998899,-0.646922040915793,1.1440105228140318,0.2253396123890472,-999,-999,-999,-999,-999,-999,-999,-999
157,1,129.3279724,2.060658693,3.94,1.72,13.73851359579382,-0.6427318524479356,0.9925302897460853,0.20950942339286738,-999,-999,-999,-999,-999,-999,-999,-999
158,1,129.602951,2.073676109,3.94,1.72,13.754345034989015,-0.638670873701248,0.7915719597597182,0.20304893733438245,-999,-999,-999,-999,-999,-999,-999,-999
