Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.703435,0.684972,0.666567,0.648264,0.630144,0.612341,0.595073,0.578653,0.563449,0.54976,0.537688,0.527071,0.517558,0.508754,0.500349,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.537688,0.527071,0.517558,0.508754,0.500349,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.512876,0.526264,0.540079,0.554503,0.56972,0.5858,0.602588,0.619692,0.636601
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.512876,0.526264,0.540079,0.554503,0.56972,0.5858,0.602588,0.619692,0.636601,0.652849,0.668115,0.682172,0.694769,0.70556,0.714174,0.720379,0.724197,0.725945,0.726149
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.512876,0.526264,0.540079,0.554503,0.56972,0.5858,0.602588,0.619692,0.636601,0.652849,0.668115,0.682172,0.694769,0.70556,0.714174,0.720379,0.724197,0.725945,0.726149,0.725372,0.724084,0.72262,0.721248,0.720257,0.720018,0.721011,0.723775,0.728758,0.736137
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.512876,0.526264,0.540079,0.554503,0.56972,0.5858,0.602588,0.619692,0.636601,0.652849,0.668115,0.682172,0.694769,0.70556,0.714174,0.720379,0.724197,0.725945,0.726149,0.725372,0.724084,0.72262,0.721248,0.720257,0.720018,0.721011,0.723775,0.728758,0.736137,0.745718,0.756968,0.769199,0.781813,0.794447,0.806967,0.819373,0.831696,0.843961,0.856188
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.512876,0.526264,0.540079,0.554503,0.56972,0.5858,0.602588,0.619692,0.636601,0.652849,0.668115,0.682172,0.694769,0.70556,0.714174,0.720379,0.724197,0.725945,0.726149,0.725372,0.724084,0.72262,0.721248,0.720257,0.720018,0.721011,0.723775,0.728758,0.736137,0.745718,0.756968,0.769199,0.781813,0.794447,0.806967,0.819373,0.831696,0.843961,0.856188,0.868384,0.880549,0.892673,0.904732,0.916684,0.92848,0.940059,0.951324,0.962037,0.971763
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.652849,0.668115,0.682172,0.694769,0.70556,0.714174,0.720379,0.724197,0.725945,0.726149,0.725372,0.724084,0.72262,0.721248,0.720257,0.720018,0.721011,0.723775,0.728758,0.736137,0.745718,0.756968,0.769199,0.781813,0.794447,0.806967,0.819373,0.831696,0.843961,0.856188,0.868384,0.880549,0.892673,0.904732,0.916684,0.92848,0.940059,0.951324,0.962037,0.971763,0.979942,0.986107,0.990072,0.991976,0.992288,0.991767,0.991294,0.991688,0.993691,0.997912
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.725372,0.724084,0.72262,0.721248,0.720257,0.720018,0.721011,0.723775,0.728758,0.736137,0.745718,0.756968,0.769199,0.781813,0.794447,0.806967,0.819373,0.831696,0.843961,0.856188,0.868384,0.880549,0.892673,0.904732,0.916684,0.92848,0.940059,0.951324,0.962037,0.971763,0.979942,0.986107,0.990072,0.991976,0.992288,0.991767,0.991294,0.991688,0.993691,0.997912,1.004693,1.014011,1.025456,1.038311,1.051678,1.064561,1.075911,1.084773,1.090498,1.092907
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.745718,0.756968,0.769199,0.781813,0.794447,0.806967,0.819373,0.831696,0.843961,0.856188,0.868384,0.880549,0.892673,0.904732,0.916684,0.92848,0.940059,0.951324,0.962037,0.971763,0.979942,0.986107,0.990072,0.991976,0.992288,0.991767,0.991294,0.991688,0.993691,0.997912,1.004693,1.014011,1.025456,1.038311,1.051678,1.064561,1.075911,1.084773,1.090498,1.092907,1.092318,1.089418,1.085,1.079756,1.074252,1.069032,1.064636,1.06147,1.059602,1.058696
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.868384,0.880549,0.892673,0.904732,0.916684,0.92848,0.940059,0.951324,0.962037,0.971763,0.979942,0.986107,0.990072,0.991976,0.992288,0.991767,0.991294,0.991688,0.993691,0.997912,1.004693,1.014011,1.025456,1.038311,1.051678,1.064561,1.075911,1.084773,1.090498,1.092907,1.092318,1.089418,1.085,1.079756,1.074252,1.069032,1.064636,1.06147,1.059602,1.058696,1.058152,1.057401,1.056185,1.054655,1.053195,1.052137,1.05155,1.051213,1.050769,1.049862
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.979942,0.986107,0.990072,0.991976,0.992288,0.991767,0.991294,0.991688,0.993691,0.997912,1.004693,1.014011,1.025456,1.038311,1.051678,1.064561,1.075911,1.084773,1.090498,1.092907,1.092318,1.089418,1.085,1.079756,1.074252,1.069032,1.064636,1.06147,1.059602,1.058696,1.058152,1.057401,1.056185,1.054655,1.053195,1.052137,1.05155,1.051213,1.050769,1.049862,1.048217,1.045669,1.042212,1.037983,1.033203,1.028101,1.022894,1.017768,1.012836,1.008051
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.004693,1.014011,1.025456,1.038311,1.051678,1.064561,1.075911,1.084773,1.090498,1.092907,1.092318,1.089418,1.085,1.079756,1.074252,1.069032,1.064636,1.06147,1.059602,1.058696,1.058152,1.057401,1.056185,1.054655,1.053195,1.052137,1.05155,1.051213,1.050769,1.049862,1.048217,1.045669,1.042212,1.037983,1.033203,1.028101,1.022894,1.017768,1.012836,1.008051,1.003156,0.997745,0.99141,0.983868,0.975018,0.964912,0.953703,0.941574,0.928703,0.91532
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.092318,1.089418,1.085,1.079756,1.074252,1.069032,1.064636,1.06147,1.059602,1.058696,1.058152,1.057401,1.056185,1.054655,1.053195,1.052137,1.05155,1.051213,1.050769,1.049862,1.048217,1.045669,1.042212,1.037983,1.033203,1.028101,1.022894,1.017768,1.012836,1.008051,1.003156,0.997745,0.99141,0.983868,0.975018,0.964912,0.953703,0.941574,0.928703,0.91532,0.901733,0.888276,0.875187,0.862527,0.850218,0.838127,0.826115,0.814057,0.801827,0.789289
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.058152,1.057401,1.056185,1.054655,1.053195,1.052137,1.05155,1.051213,1.050769,1.049862,1.048217,1.045669,1.042212,1.037983,1.033203,1.028101,1.022894,1.017768,1.012836,1.008051,1.003156,0.997745,0.99141,0.983868,0.975018,0.964912,0.953703,0.941574,0.928703,0.91532,0.901733,0.888276,0.875187,0.862527,0.850218,0.838127,0.826115,0.814057,0.801827,0.789289,0.776253,0.762474,0.747698,0.731757,0.71465,0.696551,0.677741,0.658526,0.639185,0.619983
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.048217,1.045669,1.042212,1.037983,1.033203,1.028101,1.022894,1.017768,1.012836,1.008051,1.003156,0.997745,0.99141,0.983868,0.975018,0.964912,0.953703,0.941574,0.928703,0.91532,0.901733,0.888276,0.875187,0.862527,0.850218,0.838127,0.826115,0.814057,0.801827,0.789289,0.776253,0.762474,0.747698,0.731757,0.71465,0.696551,0.677741,0.658526,0.639185,0.619983,0.601169,0.58295,0.565404,0.548404,0.53164,0.514754,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.003156,0.997745,0.99141,0.983868,0.975018,0.964912,0.953703,0.941574,0.928703,0.91532,0.901733,0.888276,0.875187,0.862527,0.850218,0.838127,0.826115,0.814057,0.801827,0.789289,0.776253,0.762474,0.747698,0.731757,0.71465,0.696551,0.677741,0.658526,0.639185,0.619983,0.601169,0.58295,0.565404,0.548404,0.53164,0.514754,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.901733,0.888276,0.875187,0.862527,0.850218,0.838127,0.826115,0.814057,0.801827,0.789289,0.776253,0.762474,0.747698,0.731757,0.71465,0.696551,0.677741,0.658526,0.639185,0.619983,0.601169,0.58295,0.565404,0.548404,0.53164,0.514754,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.507373,0.54279,0.575026,0.604626,0.63245,0.659292,0.685642,0.711642,0.73719,0.762022,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.776253,0.762474,0.747698,0.731757,0.71465,0.696551,0.677741,0.658526,0.639185,0.619983,0.601169,0.58295,0.565404,0.548404,0.53164,0.514754,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.507373,0.54279,0.575026,0.604626,0.63245,0.659292,0.685642,0.711642,0.73719,0.762022,0.785793,0.808285,0.829632,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.850321,0.870998,0.89224,0.914399,0.937553,0.961556,0.986117,0.601169,0.58295,0.565404,0.548404,0.53164,0.514754,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
